property_name,property_type,society,sector,price_in_lacs,price_per_sqft_inrs,area,areaWithType,super_builtup,builtup,carpet_area,bedRoom,bathroom,balcony,address,floorNum,facing,agePossession,description,furnish_type,rating,servant_room,study room,pooja room,store_room,others,luxury_score
16 Bedroom House for sale in Sector 40 Gurgaon,house,independent,sector 40 ,1200.0,38986.0,(286 sq.m.) Plot Area,Plot area 342(285.96 sq.m.),,342,,16,16,3+ ,"Sector 40 Gurgaon, Gurgaon, Haryana",4.0,,New Property,Ready to move in simplex kothi available for sale in sector 40,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,1,1,1,0,
4 Bedroom House for sale in Sector 46 Gurgaon,house,independent,sector 46 ,225.0,24510.0,(85 sq.m.) Plot Area,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),,90,85,4,3,3 ,"204, Sector 46 Gurgaon, Gurgaon, Haryana",3.0,North-East,Relatively New,"This house is a good loction near park , school market , 2bhk each floor ,built up double storey .",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,1,0,0,0,
4 Bedroom House for sale in Sector 33 Gurgaon,house,unitech uniworld resorts,sector 33 ,800.0,11428.0,(650 sq.m.) Plot Area,Plot area 7000(650.32 sq.m.),,7000,,4,4,3+ ,"Sector 33 Gurgaon, Gurgaon, Haryana",2.0,West,Old Property,"Why buy in unitech the villas?
Just minutes away from the national highway - 8, near rajiv chowk, yet miles away from madness, uniworld resorts is nestled in the heart of bustling development of gurgaon at sector - 33 & 48, off the sohna road
In addition to an excellent connectivity via road, uniworld resorts is minutes away from the proposed metro route
Also, within 15 min driving distance are world class schools such as shikshantar, the shri ram school, dps, heritage, amity international, pathways, gd goenka; And hospitals such as medcity, artemis, max, fortis, apollo, sir gangaram & batra",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,1,1,1,0,
4 Bedroom House for sale in Sector 48 Gurgaon,house,vipul tatvam villa,sector 48 ,575.0,22184.0,(241 sq.m.) Plot Area,Plot area 288(240.8 sq.m.)Built Up area: 280 sq.yards (234.12 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),,280,250,4,4,2 ,"111, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,West,Moderately Old,A beautiful and well maintained 4 bhk villa for sale in tatvam villa,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
4 Bedroom House for sale in Nirvana Country,house,unitech espace,sector 50,980.0,30247.0,(301 sq.m.) Plot Area,Plot area 360(301.01 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 280 sq.yards (234.12 sq.m.),,300,280,4,4,3 ,"Nirvana Country, Gurgaon, Haryana",2.0,North-West,Moderately Old,A north west facing beautiful and well maintained villa for sale in nirvana country,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
6 Bedroom House for sale in Palam Vihar,house,independent,sector 2,495.0,20370.0,(226 sq.m.) Plot Area,Plot area 270(225.75 sq.m.),,270,,6,5,3+ ,"Palam Vihar, Gurgaon, Haryana",3.0,West,Relatively New,"Two years old constructed independent house 9 bhk with stilt parking + lift provision. Floor wise constructed (3 floors) 3 bhk accommodation with drawing/dinning attached bathrooms on each floor. West facing property. Modular kitchen on each floor. Wordrobes in all the bedrooms. Vertified tiles flooring the property is close to dsoi club, ansal plaza mall, columbia asia hospital, global foyer, market.",,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
5 Bedroom House for sale in Sector 66 Gurgaon,house,emaar mgf marbella,sector 66 ,1900.0,31666.0,(836 sq.m.) Plot Area,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),,,6000,5,6,3+ ,"Belinda 14, Sector 66 Gurgaon, Gurgaon, Haryana",3.0,North-East,Relatively New,"This 5 bhk house for sale in sector 66 gurgaon is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Owing to its key locations, several landmarks like close to metro station, close to school, close to hospital and close to market are easily accessible. The floor plan additionally contains 5 bedrooms, 6 bathrooms and more than 3 balconies. All in all, the independent house is spread over a super built up area of 9000 sq.Ft. There are 2 covered & 1 open parking available with this house. This is a ready to move house, which is 1-5 years old. The ownership right of this property is freehold. By paying just 19 crore, you can become the proud owner of this independent house. The house will offer a modern lifestyle as it is presented with many of the amenities such as maintenance staff, visitor parking, park, fitness centre / gym, swimming pool, club house / community center and security personnel. This independent house is well equipped to meet all your water needs through access to municipal corporation and borewell/tank supply. This property faces the north-East direction.",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,1,1,0,
4 Bedroom House for sale in Palam Vihar,house,independent,sector 2,499.0,18889.0,(226 sq.m.) Plot Area,Plot area 270(225.75 sq.m.),,270,,4,4,3+ ,"Palam Vihar, Gurgaon, Haryana",3.0,North,Moderately Old,"Independent dulex house with basment ground floor first floor with terrace garden. North facing property newly painted. Modular kitchen with hettich fittings on both the floors. Four bedrooms with attached bathrooms, powder room, utilty room, 2 servants rooms.
Italian flooring in drawing dinnig area, family lounge enterance lobby. Vertified tiles flooring in all the bedrooms wardrobes in all the bedrooms.
Open courtyard in front, air conditioner s are installed in all the rooms. Genset with automatic panel 25 kva, pressure pump, servo installed. Underground water tank 5000 ltrs capacity.",,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,1,1,0,
3 Bedroom House for sale in Nirvana Country,house,unitech nirvana birch court,sector 50,710.0,283333.0,(22 sq.m.) Plot Area,Plot area 240(22.3 sq.m.),,240,,3,3,3 ,"Nirvana Country, Gurgaon, Haryana",1.0,East,Moderately Old,"It is good livable house with 100 power backups, gated society good location.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
5 Bedroom House for sale in Sector 27 Gurgaon,house,independent,sector 27 ,425.0,31481.0,(136 sq.m.) Plot Area,Plot area 163(136.29 sq.m.)Built Up area: 161 sq.yards (134.62 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),,161,150,5,5,3+ ,"Sector 27 Gurgaon, Sector 27 Gurgaon, Gurgaon, Haryana",3.0,East,Relatively New,Sector 27 very prime location. This house very well maintain. Bmt. Gf. Ff. Sf only 4 year old constraction .All facilities walking distance atm. Bank. School. Retail shop. Mall. Cyber hub only 10 mints distance . This house fully automatic smart home. All details what's up and call me bablu chandila,,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,0,1,0,0,
5 Bedroom House for sale in Sushant Lok Phase 1,house,independent,sector 43,950.0,42222.0,(253 sq.m.) Plot Area,Plot area 302(252.51 sq.m.)Built Up area: 300 sq.yards (250.84 sq.m.)Carpet area: 250 sq.yards (209.03 sq.m.),,300,250,5,5,3+ ,"Sushant Lok 1, Sushant Lok Phase 1, Gurgaon, Haryana",2.0,North-East,Relatively New,"Sushant lok 1 very prime location , this kothi well maintain good location 5 bhk dulex , all facility walking distance , atm ,bank, school, retail shop, mall, metro station , auto stand ,bus stand , mind blowing interrior work",,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,1,0,0,
16 Bedroom House for sale in DLF Phase 2,house,independent,sector 25,1600.0,59259.0,(293 sq.m.) Plot Area,Plot area 350(292.64 sq.m.)Built Up area: 325 sq.yards (271.74 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),,325,300,16,16,3+ ,"Dlf Phase 2, DLF Phase 2, Gurgaon, Haryana",4.0,West,New Property,"Dlf phase 2 very prime location , this building brand new un used , stilt + 4th floor , each floor 4bhk+ 4 bathroom ,lift,stilt car parking ,servant room, modular kitchen, italian marble, jaguar fitting, mind blowing interrior work , this house fully automatic smart home , this house walking distance atm, bank, school, retail shop, mall, and cyber hub only 10 mints distance",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
12 Bedroom House for sale in Sector 27 Gurgaon,house,independent,sector 27 ,825.0,45833.0,(176 sq.m.) Plot Area,Plot area 210(175.59 sq.m.)Built Up area: 205 sq.yards (171.41 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),,205,200,12,12,3+ ,"Sector 28 Gurgaon, Sector 27 Gurgaon, Gurgaon, Haryana",4.0,East,New Property,Sector 27 very prime location. This building brand new un used each floor 3 bhk attached wash room. Lift. Stilt car parking. Servant room. Modular kitchen. Italian marble. Jaguar fitting. Mind blowing interior work. All facility walking distance. Atm. Bank. School. Retail shop. Mall. One km metro station. All details call me bablu chandila,,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,0,1,0,0,
4 Bedroom House for sale in Sector 70A Gurgaon,house,bptp visionnaire,sector 70a ,470.0,18008.0,(242 sq.m.) Plot Area,Plot area 290(242.48 sq.m.),,290,,4,4,3+ ,"B- 186, Sector 70A Gurgaon, Gurgaon, Haryana",3.0,North-East,New Property,"Planning to buy an individual house in gurgaon. Then you should definitely check out this 5 bhk house for sale in sector 70a gurgaon, a well-Planned and well-Connected locality in gurgaon. This house occupies a super built up area of 290 sq.Yards and contains 5 bedrooms, 4 bathrooms and more than 3 balconies. There are 2 covered & 1 open parking available with this house. This 0-1 year old property is available for immediate possession as the house is ready to move. It is a freehold property. By paying just  4.7 crore, you can become the proud owner of this independent house.",,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,1,
5 Bedroom House for sale in Sector 31 Gurgaon,house,independent,sector 31 ,425.0,26235.0,(171 sq.m.) Plot Area,Plot area 204(170.57 sq.m.)Built Up area: 200 sq.yards (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),,200,180,5,5,3+ ,"Sector 31 ,gurgaon, Sector 31 Gurgaon, Gurgaon, Haryana",3.0,North-East,Moderately Old,"Sector 31 very prime location , this house old built up well maintain property , ground floor 2 bhk, first floor 2bhk, 3rd floor 1bhk , this house as a plot rate , walking distance nh -8 , all facility walking distance atm ,bank, school, retail shop, mall,",,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,1,1,0,
10 Bedroom House for sale in DLF Phase 3,house,independent,sector 24,450.0,33333.0,(136 sq.m.) Plot Area,Plot area 163(136.29 sq.m.)Built Up area: 160 sq.yards (133.78 sq.m.)Carpet area: 150 sq.yards (125.42 sq.m.),,160,150,10,8,3+ ,"Dlf Phase 3, DLF Phase 3, Gurgaon, Haryana",4.0,East,Relatively New,"Dlf phase 3 very prime location , this building floor wise good rental income , coming rent one lac , gated line 24 security gurad ,24 hours cctv camera , east facing , cyber hub only 10 mints distance , this property well maintain and very close to dehli",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,1,0,
4 Bedroom House for sale in Sector 72 Gurgaon,house,tata primanti,sector 72 ,860.0,12285.0,(650 sq.m.) Built-up Area,Built Up area: 7000 (650.32 sq.m.),,7000,,4,5,3+ ,"Sector 72 Gurgaon, Gurgaon, Haryana",3.0,,Relatively New,"Tastefully done up interiors, private elevator, plunge pool, garden, terrace, 2 servant quarters",,"['Environment4.5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4.5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,
6 Bedroom House for sale in Sector 33 Gurgaon,house,unitech uniworld resorts,sector 33 ,955.0,19293.0,(460 sq.m.) Plot Area,Plot area 550(459.87 sq.m.),,550,,6,7,3+ ,"111, Sector 33 Gurgaon, Gurgaon, Haryana",2.0,East,Relatively New,"Are you planning to buy your dream home? You can consider this well-Built 6 bhk house for sale in sector 33 gurgaon and make it your new address. Another plus point for the house is that it is situated near close to metro station, close to school, close to hospital and close to market. Constructed on a super built up area of 550 sq.Yards, this house comprises 6 bedrooms, 7 bathrooms and more than 3 balconies. The houses comes with dedicated 3 open parking space(s) where you can easily park your vehicle(s). As the property is already ready to move, so you can easily move into this 1-5 years old house. This house is owned under freehold contract. The price of this spacious independent house is  9.55 crore. All the modern amenities such as maintenance staff, visitor parking, park and security personnel will make life easier for you. An uninterrupted supply of clean water provides a hassle-Free experience for the residents. The residential house is east-Facing. The floor of this independent house is beautifully designed using mosaic flooring, giving it an alluring look.",,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,1,1,1,0,
7 Bedroom House for sale in Sector 48 Gurgaon,house,eldeco mansionz,sector 48 ,495.0,20599.0,(223 sq.m.) Plot Area,Plot area 267(223.25 sq.m.),,267,,7,7,3+ ,"111, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,South,Old Property,"This 7 bhk house for sale in sector 48 gurgaon is an ideal abode for a family. Even better, it is situated in one of the prominent localities of gurgaon. Owing to its key locations, several landmarks like close to metro station, close to school, close to hospital and close to market are easily accessible. This house occupies a super built up area of 267 sq.Yards and contains 7 bedrooms, 7 bathrooms and more than 3 balconies. This 7 bhk house comes attached with 2 open parking for your vehicle(s). As the property is already ready to move, so you can easily move into this 10+ years old house. This house is owned under freehold contract. By paying just  4.95 crore, you can become the proud owner of this independent house. You can enjoy additional wellness features and amenities such as maintenance staff, visitor parking, park, fitness centre / gym, swimming pool, club house / community center and security personnel, that are part of this housing locality. The independent house provides access to clean water through municipal corporation and borewell/tank supply. This independent house is facing the south direction. The beautifully designed ceramic flooring enhances the beauty of this independent house.",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
6 Bedroom House for sale in Sector 33 Gurgaon,house,unitech uniworld resorts,sector 33 ,950.0,173992.0,(51 sq.m.) Plot Area,Plot area 546(50.73 sq.m.),,546,,6,6,3+ ,"36b B1 Spaze I Tech Park Shona Road, Sector 33 Gurgaon, Gurgaon, Haryana",3.0,North-East,Moderately Old,It is a good property. Near by all amenities like hospital shopping complex school ets.,,"['Environment3 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",0,0,0,0,0,
7 Bedroom House for sale in Sector 48 Gurgaon,house,eldeco mansionz,sector 48 ,500.0,21367.0,(217 sq.m.) Plot Area,Plot area 260(217.39 sq.m.),,260,,7,7,3 ,"36b B1 Spaze I Tech Park Shona Road, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,North-East,Moderately Old,It is a good society. Near by all amenities like hospital shopping complex school ets,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,
7 Bedroom House for sale in Sector 48 Gurgaon,house,eldeco mansionz,sector 48 ,475.0,20299.0,(217 sq.m.) Plot Area,Plot area 260(217.39 sq.m.),,260,,7,7,3 ,"36b Spaze I Tech Park Shona Road, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,North-East,Moderately Old,It is a good property. Near by all amenities like hospital shopping complex school.,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,1,0,0,0,
3 Bedroom House for sale in Malibu Town,house,malibu towne,sector 47,115.0,41818.0,(26 sq.m.) Plot Area,Plot area 275(25.55 sq.m.),,275,,3,3,3 ,"36b Spaze Itech Park, Malibu Town, Gurgaon, Haryana",2.0,North-East,Old Property,"Do you wish to buy an independent house in malibu town, gurgaon. This 3 bhk house looks like an ideal choice for somebody looking for peace of mind. This house occupies a super built up area of 275 sq.Ft. And contains 3 bedrooms, 3 bathrooms and 3 balconies. This 3 bhk house comes attached with 1 open parking for your vehicle(s). Another added advantage of this 10+ years old house is that it is available for immediate possession. The type of ownership of this property is freehold. This independent house is available at an attractive price of  1.15 crore.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,
4 Bedroom House for sale in Sector 109 Gurgaon,house,international city by sobha phase 1,sector 109 ,600.0,9634.0,(579 sq.m.) Plot Area,Plot area 692(578.6 sq.m.),,692,,4,5,3 ,"N/a, Sector 109 Gurgaon, Gurgaon, Haryana",2.0,North-East,Moderately Old,"Property description: On the lookout for a spacious house in gurgaon without basement ,go for this 5 bhk house for sale in sector109 gurgaon, a wellconnected locality within gurgaon. This house occupies a 692 sqyd. And contains 4 bedrooms, 5 bathrooms and more than 3 balconies. Your vehicles can be easily parked as this house comes with 1 open parking. Being a ready to move house, you can expect immediate possession of this 5 to 10 years old property. The nature of ownership of this independent house is freehold. This spacious house can be all yours at an attractive price of 6 crore, upper duplex",,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle4 out of 5', 'Connectivity3.5 out of 5']",0,0,0,0,0,
5 Bedroom House for sale in Palam Vihar,house,ansals palam vihar,sector 2,900.0,19231.0,(435 sq.m.) Plot Area,Plot area 520(434.79 sq.m.),,520,,5,5,2 ,"J-Block, Palam Vihar, Gurgaon, Haryana",2.0,North,Old Property,"North facing plot aviable on sale in palam vihar , marg , very good location beautiful approach, vide 18 mtr. Road and direct entry 60m road in front, call us for more details regarding this plot.",,"['Environment5 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
4 Bedroom House for sale in Sushant Lok Phase 3,house,independent,sector 57,360.0,20833.0,(161 sq.m.) Plot Area,Plot area 192(160.54 sq.m.),,192,,4,4,2 ,"Block-E, Sushant Lok Phase 3, Gurgaon, Haryana",2.0,South,Old Property,192sq.Yd 4bhk duplex house for sale in ansal sushant lok phase 3 gurgaon prime location close to market and malls more details call us..,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,1,1,1,0,
5 Bedroom House for sale in DLF Phase 1,house,independent,sector 26,900.0,33333.0,(251 sq.m.) Plot Area,Plot area 300(250.84 sq.m.),,300,,5,5,2 ,"H-Block, DLF Phase 1, Gurgaon, Haryana",3.0,South-West,Old Property,"Dlf phase 1, very prime location , at cheapeast price
Additional details :
The kitchen has been built with modular fittings.
The house has muncipal supply supply.
There is also a separate washroom for domestic help.
You can easily park your car inside the compound
Having a provision to park 4 cars.
There is also a lift inside the house to make the living more convenient specially for old age people...",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
12 Bedroom House for sale in Sushant Lok Phase 1,house,independent,sector 43,220.00000000000003,6875.0,(297 sq.m.) Plot Area,Plot area 3200(297.29 sq.m.),,3200,,12,12,3+ ,"Sushant Lok Phase 1, Gurgaon, Haryana",6.0,North,New Property,"Current rental from this building is 1.65 lakhs per month. 
In gurgaon highest rental income freehold properties with best roi {return on investment}.These are 60/100 and 160/215 sq yards 5 stories buildings located in south sity-1 and sushant lok-1 gurgaon.60 sq rental comes to 1.45 lakhs, where the newly building cost comes to 1.80 to 2.25cr.Owners themselves don't have to maintain the buildings, we do caretaking of these buildings with minimum charges per month with complete team of staff such as customer care, carpenter, electrician, plumber etc.
For more details please call us.",,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
3 Bedroom House for sale in Sector 4 Gurgaon,house,independent,sector 4 ,330.0,14667.0,(209 sq.m.) Plot Area,Plot area 250(209.03 sq.m.),,250,,3,3,2 ,"Sector 4 Gurgaon, Gurgaon, Haryana",1.0,North-East,Old Property,"Very well-Maintained house is available at plot rate in sector 4, gurgaon. Prime location. Modular kitchen. Complete wooden work in rooms. Gated block. Ample of parking space. Direct owner meeting.",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,0,
5 Bedroom House for sale in Sector 5 Gurgaon,house,independent,sector 5 ,350.0,14787.0,(220 sq.m.) Plot Area,Plot area 263(219.9 sq.m.),,263,,5,4,2 ,"Sector 5 Gurgaon, Gurgaon, Haryana",2.0,North,Old Property,263 sq yd independence duplex house in sector 5 in just 3.5 cr 2 side open property,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,1,0,1,
4 Bedroom House for sale in Sector 4 Gurgaon,house,independent,sector 4 ,235.0,16319.0,(134 sq.m.) Plot Area,Plot area 160(133.78 sq.m.),,160,,4,4,2 ,"Sector 4 Gurgaon, Gurgaon, Haryana",2.0,East,Old Property,160 sq yd independent house 2 side open in sector 4 is available for sale in just 2.35 cr,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
7 Bedroom House for sale in DLF Phase 1,house,independent,sector 26,1825.0,18250.0,(51 sq.m.) Plot Area,Plot area 550(51.1 sq.m.)Carpet area: 10000 sq.ft. (929.03 sq.m.),,,10000,7,9,3+ ,"A Block, DLF Phase 1, Gurgaon, Haryana",4.0,East,Relatively New,"Ultra luxury duplex kothi sale in dlf phase 1 gurgaon. Its very close to qutub plaza market & dlf shopping mall, dlf phase 1 rapid metro.........Any enquery pls call vikas singh",,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
9 Bedroom House for sale in C Block Sushant Lok Phase 1,house,independent,sector 43,530.0,27390.0,(180 sq.m.) Plot Area,Plot area 215(179.77 sq.m.),,215,,9,9,3+ ,"C Block, C Block Sushant Lok Phase 1, Gurgaon, Haryana",3.0,East,Moderately Old,"This property is available at c block with easy access to vyapar kendra market east facing basement ground first and second floor.
Floor wise build kindly call for site visit",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity4 out of 5']",1,0,0,0,0,
7 Bedroom House for sale in Sushant Lok Phase 1,house,sushant lok 1 builder floors,sector 43,625.0,30728.0,(189 sq.m.) Plot Area,Plot area 226(188.96 sq.m.),,226,,7,7,3+ ,"Sushant Lok 1, Sushant Lok Phase 1, Gurgaon, Haryana",3.0,North,Moderately Old,This is a duplex well maintained house in sushant lok phase 1 its very near mg road metro station call me for more details.,,"['Environment5 out of 5', 'Safety4.5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,0,1,0,
4 Bedroom House for sale in DLF Phase 2,house,dlf city plots phase 2,sector 25,630.0,35000.0,(167 sq.m.) Plot Area,Plot area 200(167.23 sq.m.),,200,,4,4,3+ ,"Dlf Phase 2, DLF Phase 2, Gurgaon, Haryana",2.0,East,Old Property,This is a four bedroom house in dlf phase - 2 its a very good option for small family its not a luxury house required some maintenance the main part is its is a walking distance from the market and corporate offices.,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,0,0,1,0,
4 Bedroom House for sale in Sector 26 Gurgaon,house,dlf city phase 1,sector 26 ,550.0,30556.0,(167 sq.m.) Plot Area,Plot area 200(167.23 sq.m.),,200,,4,4,3+ ,"G Block, Sector 26 Gurgaon, Gurgaon, Haryana",2.0,East,Moderately Old,"This is a old built-Up duplex house similar to plot rate peaceful location at dlf city phase 1 close to sikanderpur metro station.
Call for more detail",,,0,0,1,1,0,
4 Bedroom House for sale in DLF Phase 4,house,independent,sector 28,1175.0,41315.0,(264 sq.m.) Plot Area,Plot area 316(264.22 sq.m.),,316,,4,5,3+ ,"999, DLF Phase 4, Gurgaon, Haryana",4.0,East,Relatively New,4 bhk duplex luxury kothi sale in dlf phase 4 garden villa gurgaon. Its very close to golf course road and rapid metro gurgaon. Any query pls call vikas....,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,1,0,1,0,
10 Bedroom House for sale in DLF Phase 3,house,dlf pink town house,sector 24,190.0,3786.0,(466 sq.m.) Built-up Area,Built Up area: 5018 (466.19 sq.m.),,5018,,10,9,3+ ,"N/a, DLF Phase 3, Gurgaon, Haryana",3.0,North,Relatively New,"This property is available for sale in dlf ph-3 u block a good opportunity to investment for rental income total floor 5 and all rooms 10 with kitchen washroom fully furnished asking price 1.90 c.R but negotiable can you see the property today, tomorrow please call",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",0,0,0,0,1,
4 Bedroom House for sale in Nirvana Country,house,unitech escape,sector 50,1080.0,60000.0,(242 sq.m.) Plot Area,Plot area 290(242.48 sq.m.)Built Up area: 250 sq.yards (209.03 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),,250,200,4,4,3 ,"123, Nirvana Country, Gurgaon, Haryana",2.0,North,Relatively New,The villa is very good location and 100% power backup club gym and swimming pool and near by school hospital and market and near by golf coures ex. Road and the near by nirvana market and school and good location etc,,"['Environment5 out of 5', 'Safety5 out of 5', 'Lifestyle5 out of 5', 'Connectivity5 out of 5']",1,1,1,1,0,
3 Bedroom House for sale in Sector 48 Gurgaon,house,vipul tatvam villa,sector 48 ,640.0,24691.0,(241 sq.m.) Plot Area,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),,240,200,3,4,3 ,"123, Sector 48 Gurgaon, Gurgaon, Haryana",2.0,North,Relatively New,The villa is very good location and 100% power backup club gym and swimming pool the villa is gated and gas pipe line and near by sohna road and vatika chowk the good villa and brand new etc.,,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,1,0,1,0,
2 Bedroom House for sale in Sector-33 Sohna,house,central park flower valley,sector 33,115.0,9349.0,(161 sq.m.) Plot Area,Plot area 1737(161.37 sq.m.)Built Up area: 1400 sq.ft. (130.06 sq.m.)Carpet area: 1230 sq.ft. (114.27 sq.m.),,1400,1230,2,2,3 ,"123, Sector-33 Sohna, Gurgaon, Haryana",2.0,North,Relatively New,The flat is very good location and 100% power backup club gym and swimming pool the floor is brand new the cricket ground and near by school hospital and market the near by g d goinka school and medanta hospital etc.,,,0,1,0,0,0,
4 Bedroom House for sale in Sector 48 Gurgaon,house,independent,sector 48 ,550.0,23504.0,(217 sq.m.) Plot Area,Plot area 260(217.39 sq.m.),,260,,4,4,2 ,"Sector 48 Gurgaon, Gurgaon, Haryana",2.0,North,Relatively New,"This property is located in sector 48. It's 4bhk villa, 2 side open property built with 100% vastu architecture, back side view is tatvam villa, has been built with modular kitchen, wardrobes, tv units, & municipal water supply. All facilities are near by such as club, market, park, school, bank, atm, hospital, chemist etc.
Give us an opportunity to serve you and share our experience with you",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",1,0,0,0,0,
4 Bedroom House for sale in Sector 46 Gurgaon,house,rwa sector 46,sector 46 ,350.0,21605.0,(151 sq.m.) Plot Area,Plot area 180(150.5 sq.m.),,180,,4,4,2 ,"Sector 46 Gurgaon, Gurgaon, Haryana",2.0,South-East,Relatively New,"4bhk independent house is for sale in gurgaon sector 46. 6 marla property 180 sqyd. Spacious rooms, beautiful interiors, natural light, well maintained facilities , on a very beautiful and ambient location , fully residential area , near to metro stations, hospitals, schools, malls , a clean environment",,"['Environment4 out of 5', 'Safety4 out of 5', 'Lifestyle4 out of 5', 'Connectivity5 out of 5']",0,0,1,0,0,
